cod_unico,direccion,institucion,establecimiento,files,clasificacion,correo,longitud,latitud,pagina
00018011,JIRÓN JIRON CORONEL FÉLIX ZEGARRA Nº.S 397-417-455-465-491-495 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,INSTITUTO NACIONAL CARDIOVASCULAR CARLOS ALBERTO PESCHIERA CARRILLO – INCOR –ESSALUD,"""http://maps.google.es/?q=-12.0768185%20-77.0398868,INSASU20171030142027.jpg,INSASU20231013124528.jpeg,INSASU20231013124550.jpeg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,frank.britto@essalud.gob.pe,-77.0398868,-12.0768185,HTTP://WWW.ESSALUD.GOB.PE
00023159,AVENIDA PASTOR SEVILLA NUMERO 000 DISTRITO VILLA EL SALVADOR PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR,"""http://maps.google.es/?q=-12.2326004%20-76.9336669,INSASU20231206084943.jpg,INSASU20231206084958.JPG,INSASU20231206085000.JPG,""",HOSPITALES O CLINICAS DE ATENCION GENERAL,alan.robinet@heves.gob.pe,-76.9336669,-12.2326004,http://www.heves.gob.pe/
00023282,AVENIDA MANCO CAPAC NÚMERO 218 DISTRITO LA VICTORIA PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,SISOL SALUD LA VICTORIA,"""http://maps.google.es/?q=-12.0608683%20-77.0297089,INSASU20200304083200.jpg,""",POLICLINICOS,cristhian.inga@sisol.gob.pe,-77.0297089,-12.0608683,http://www.sisol.gob.pe/
00026793,AVENIDA BRASIL NUMERO 1199 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CLINICA BELLAFORMA,"""http://maps.google.es/?q=-12.071132%20-77.0503715,INSASU20241108124545.jpg,INSASU20241108124505.jpg,INSASU20241108130457.jpg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,dafnanna@gmail.com,-77.0503715,-12.071132,
00027929,AVENIDA ABANCAY 491 PISO 6 (FRENTE HIRAOKA.) LIMA LIMA LIMA,PUBLICO,"INSTITUTO DE MEDICINA LEGAL Y CIENCIAS FORENSES ""LEONIDAS AVENDAÑO URETA""","""http://maps.google.es/?q=-12.05095195%20-77.02792379,INSASU20211014102311.jpg,INSASU20211014102315.jpg,INSASU20211014102319.jpg,""",CENTROS MEDICOS ESPECIALIZADOS,STAKUDA@MPNF.GOB.PE,-77.02792379,-12.05095195,https://www.mpfn.gob.pe/iml/
00031032,CALLE Independencia NÚMERO 1055 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,Centros de Bienestar AUNA,"""http://maps.google.es/?q=-12.1086589%20-77.0326898,INSASU20210802192659.JPG,""",POLICLINICOS,fbueno@auna.pe,-77.0326898,-12.1086589,
00036034,"OTROS FUNDO DON LUIS B 01 COSTADO DE LA UNIVERSIDAD DE CAÑETE
CARRETERA LA QUEBRADA - ANTIGUA PANAMERICANA SUR - SAN LUIS SAN LUIS CAÑETE LIMA",PUBLICO,HOSPITAL REGIONAL DE CAÑETE - REZOLA,"""http://maps.google.es/?q=-13.0601065%20-76.4210929,INSASU20230807133047.jpeg,INSASU20230807133052.jpg,INSASU20230807133057.jpg,""",HOSPITALES O CLINICAS DE ATENCION GENERAL,secretariadireccion@hospitalrezola.gob.pe,-76.4210929,-13.0601065,http://www.hospitalrezola.gob.pe/
00036184,AVENIDA PETIT THOUARS NÚMERO 3547 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,VITAL SALUD CENTER,"""http://maps.google.es/?q=-12.0974888%20-77.0312812,INSASU20240624225004.jpeg,INSASU20240624225010.jpg,INSASU20240624225016.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,grisnerymt@gmail.com,-77.0312812,-12.0974888,
00018580,AVENIDA PP.JJ. NUEVA ESPERANZA MZ 1B SUBLOTE 1 PABELLON 1 CRUCE AV. 26 DE NOVIEMBRE C/ AV DEFENSORES DE LIMA DISTRITO VILLA MARIA DEL TRIUNFO PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,GUILLERMO KAELIN DE LA FUENTE,"""http://maps.google.es/?q=-12.1782885%20-76.9405994,INSASU20191024150643.jpg,INSASU20191024150649.jpg,INSASU20191024150654.jpg,""",HOSPITALES O CLINICAS DE ATENCION GENERAL,dante.arce@sop.com.pe,-76.9405994,-12.1782885,
00025321,AVENIDA UNION NÚMERO 16 MANZANA T LOTE 16 KILOMETRO 22 URBANIZACIÓN VIRGEN DE FATIMA DE MORON DISTRITO CHACLACAYO PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,POLICLINICO SERTAVA,"""http://maps.google.es/?q=-11.9808497%20-76.7931438,INSASU20231224121753.jpg,INSASU20231224121756.jpg,INSASU20231224121800.jpg,""",POLICLINICOS,SERTAVALABCLINICO@HOTMAIL.COM,-76.7931438,-11.9808497,
00026612,AVENIDA FRANCISCO BOLOGNESI NÚMERO 1040 URBANIZACIÓN UNIVERSAL DISTRITO SANTA ANITA PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,POLICLINICO PERUMEDIC,"""http://maps.google.es/?q=-12.04620366%20-76.97347152,INSASU20220707202654.jpeg,INSASU20220707202659.jpeg,INSASU20220707202705.jpeg,""",POLICLINICOS,PERUMEDIC.2019@GMAIL.COM,-76.97347152,-12.04620366,https://www.perumedic.com/web/
00035005,PASAJE LAS MICASITAS NÚMERO 127 DISTRITO LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,POLICLINICO SERTAVA,"""""",POLICLINICOS,POLICLINICOSERTAVA1@HOTMAIL.COM,,,
00009090,AVENIDA AV. PROCERES DE LA INDEPENDENCIA 2701 - Y GANIMIDES 106 - 110 DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,"CLINICA "" LIMATAMBO""","""""",HOSPITALES O CLINICAS DE ATENCION GENERAL,jsalazar@clinicalimatambo.com,,,http://www.clinicalimatambo.com/
00009437,AVENIDA AV. REPUBLICA DE PANAMA 3606 AV. REPUBLICA DE PANAMA 3606 SAN ISIDRO LIMA LIMA,PRIVADO,CLINICA LIMATAMBO,"""http://maps.google.es/?q=-12.100626%20-77.0194727,INSASU20181105102120.jpg,""",HOSPITALES O CLINICAS DE ATENCION GENERAL,jsalazar@clinicalimatambo.com,-77.0194727,-12.100626,http://www.clinicalimatambo.com/
00011340,AVENIDA BERNARDINO RIVADAVIA NÚMERO S/N DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,SISTEMA METROPOLITANO DE LA SOLIDARIDAD ATE,"""http://maps.google.es/?q=-12.02896849%20-76.92612772,INSASU20200818122756.jpeg,""",CENTROS DE SALUD O CENTROS MEDICOS,jorge.guerra@sisol.gob.pe,-76.92612772,-12.02896849,HTTP://WWW.SISOL.GOB.PE
00014687,"AVENIDA MIGUEL IGLESIAS N°917,U.I. N°1 - N°919, U.I. N°2, MZ. D2, LT.17, URB. SAN JUAN DE MIRAFLORES, PARCELA D DEL DISTRITO DE SAN JUAN DE MIRAFLORES DISTRITO SAN JUAN DE MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA",PRIVADO,POLICLINICO BAZAN,"""http://maps.google.es/?q=-12.1608301%20-76.9594188,INSASU20221026124449.jpeg,INSASU20221026124444.jpeg,INSASU20221026124446.jpeg,""",POLICLINICOS,POLICLINICOBAZAN919@GMAIL.COM,-76.9594188,-12.1608301,
00015718,JIRÓN JR HUARAZ 1425 DISTRITO BREÑA PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CLINICA SAN MARCOS,"""http://maps.google.es/?q=-12.0637223%20-77.0480458,INSASU20181213063418.jpg,INSASU20181213063451.jpg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,CLINSANMARCOS@HOTMAIL.COM,-77.0480458,-12.0637223,HTTP://WWW.CLINICASANMARCOS.PE
00015937,AVENIDA AV. ALFONSO UGARTE 712 CONJ. RESID. 2 DE MAYO (SECTOR 10) DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CENTRO INTEGRAL MEDICO SEMEDIC,"""http://maps.google.es/?q=-12.048247%20-77.042889,INSASU20230321115253.jpeg,""",POLICLINICOS,sansema112@gmail.com,-77.042889,-12.048247,
00006211,AVENIDA AV. BOLIVAR S/N CUADRA 8 S/N AV. BOLIVAR S/N CUADRA 8 PUEBLO LIBRE LIMA LIMA,PUBLICO,HOSPITAL DE APOYO SANTA ROSA,"""""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,HSANTAROSA@HSR.GOB.PE,,,http://www.hsr.gob.pe
00010603,AVENIDA AV. HONORIO DELGADO 370 INGENIERIA SMP DISTRITO SAN MARTIN DE PORRES PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CLÍNICA MÉDICA CAYETANO HEREDIA,"""http://maps.google.es/?q=-12.02361464%20-77.05581016,INSASU20211228135329.jpg,INSASU20240125114256.jpg,INSASU20240125114306.jpg,""",HOSPITALES O CLINICAS DE ATENCION GENERAL,KSALIRROSAS@CMCH.COM.PE,-77.05581016,-12.02361464,HTTP://WWW.CMCH.COM.PE
00010743,AVENIDA AV. PASO DE LOS ANDES Nº 923 DISTRITO PUEBLO LIBRE PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CLINICA STELLA MARIS,"""http://maps.google.es/?q=-12.07139763%20-77.05928362,INSASU20191212160817.jpg,INSASU20191212160823.jpg,INSASU20191212160828.jpg,""",HOSPITALES O CLINICAS DE ATENCION GENERAL,CLINICA@STELLAMARIS.COM.PE,-77.05928362,-12.07139763,HTTP://WWW.STELLAMARIS.COM.PE
00016951,JIRÓN ESQUINA DE JR. CHUCUITO Y JR. TRUJILLO SUR S/N NÚMERO S/N DISTRITO LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CLINICA MADRE ZORAIDA,"""http://maps.google.es/?q=-11.93860918%20-76.69931622,INSASU20220712085317.jpg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,adm.cmzoraida@gmail.com,-76.69931622,-11.93860918,
00027331,AVENIDA UNIVERSITARIA NORTE NÚMERO 3514 MANZANA E-1 LOTE 14 URBANIZACIÓN EL PARQUE EL NARANJAL DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,SISOL LOS OLIVOS,"""http://maps.google.es/?q=-11.97944402%20-77.07706667,INSASU20230809144428.jpg,INSASU20230809144702.jpeg,""",POLICLINICOS,categorizacion@sisol.gob.pe,-77.07706667,-11.97944402,http://www.sisol.gob.pe/
00036497,CALLE SEVILLA NUMERO 146 URBANIZACION FUNDO BARBONCITO DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CENTRO MÉDICO C. ALEMANA,"""http://maps.google.es/?q=-12.1067208%20-77.0304715,INSASU20241220134853.jpeg,INSASU20241220134916.jpeg,INSASU20241220134939.jpeg,""",CENTROS MEDICOS ESPECIALIZADOS,utrt.acomercial@gmail.com,-77.0304715,-12.1067208,
00008317,CALLE CALLE MAJES S/N G-11 - URB. LOS PINOS NÚMERO S/N DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,HOSPITAL AURELIO DIAZ UFANO Y PERAL,"""http://maps.google.es/?q=-11.9684779%20-76.9955667,INSASU20230329160502.jpg,INSASU20230329160510.jpg,INSASU20230329160515.jpg,""",HOSPITALES O CLINICAS DE ATENCION GENERAL,luis.alvarado@essalud.gob.pe,-76.9955667,-11.9684779,http://portal.essalud.gob.pe/
00008489,AVENIDA AV. ANGAMOS ESTE Nº 261 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,ESSALUD - HOSPITAL III SUÁREZ ANGAMOS,"""http://maps.google.es/?q=-12.11346867%20-77.02809522,INSASU20180917113300.jpg,INSASU20180917113319.jpg,""",HOSPITALES O CLINICAS DE ATENCION GENERAL,fausto.villavicencio@essalud.gob.pe,-77.02809522,-12.11346867,HTTP://WWW.ESSALUD.GOB.PE
00008564,AVENIDA PARQUE DE LAS LEYENDAS NÚMERO 255 DISTRITO SAN MIGUEL PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,HOSPITAL I OCTAVIO MONGRUT MUÑOZ,"""http://maps.google.es/?q=-12.0659612%20-77.0945832,INSASU20240528112641.jpg,INSASU20240528112647.jpg,""",HOSPITALES O CLINICAS DE ATENCION GENERAL,JOHNNY.CAMARA@ESSALUD.GOB.PE,-77.0945832,-12.0659612,HTTP://WWW.ESSALUD.GOB.PE
00008786,AVENIDA AV. NICOLÁS ARRIOLA 3250 DISTRITO SAN LUIS PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CLINICA SAN JUAN DE DIOS,"""http://maps.google.es/?q=-12.0655032%20-76.9896222,INSASU20230512133922.jpg,INSASU20210712164616.jpg,INSASU20210712165815.jpg,""",HOSPITALES O CLINICAS DE ATENCION GENERAL,margarita.novoa@sanjuandedios.pe,-76.9896222,-12.0655032,HTTP://www.clinicasanjuandedioslima.pe/
00009123,CALLE CALLE ALFREDO SALAZAR Nº 350 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CLINICA ANGLOAMERICANA,"""http://maps.google.es/?q=-12.1085033%20-77.0385183,INSASU20181112200805.jpg,INSASU20181112200739.jpg,INSASU20181112200749.jpg,""",HOSPITALES O CLINICAS DE ATENCION GENERAL,GALO@ANGLOAMERICANA.COM.PE,-77.0385183,-12.1085033,HTTPS://WWW.CLINICAANGLOAMERICANA.PE
00009251,AVENIDA AV. GRAU Nº 800 DISTRITO LA VICTORIA PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,HOSPITAL NACIONAL GUILLERMO ALMENARA IRIGOYEN,"""http://maps.google.es/?q=-12.0582734%20-77.022538,INSASU20180406153418.jpg,""",INSTITUTOS DE SALUD ESPECIALIZADOS,JORGE.AMOROS@ESSALUD.GOB.PE,-77.022538,-12.0582734,HTTP://WWW.ESSALUD.GOB.PE
00010135,AVENIDA AV. LOS CONSTRUCTORES 1201 - URB. COVIMA DISTRITO LA MOLINA PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,HOSPITAL I CARLOS ALCANTARA BUTTERFIELD,"""http://maps.google.es/?q=-12.062131%20-76.9455439,INSASU20180423105828.jpg,INSASU20230227100502.jpg,INSASU20230227100508.jpg,""",HOSPITALES O CLINICAS DE ATENCION GENERAL,elias.rodriguez@essalud.gob.pe,-76.9455439,-12.062131,HTTP://WWW.ESSALUD.GOB.PE
00010536,AVENIDA AV. MARISCAL BENAVIDES Nº 495 DISTRITO SAN VICENTE DE CAÑETE PROVINCIA CAÑETE DEPARTAMENTO LIMA,PUBLICO,HOSPITAL II CAÑETE,"""""",CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,luis.saravia@essalud.gob.pe,,,HTTP://WWW.ESSALUD.GOB.PE
00011167,AVENIDA AV AREQUIPA 1180  SANTA BEATRIZ DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,OFTALMOMEDIC,"""http://maps.google.es/?q=-12.07635615%20-77.0358271,INSASU20240829113133.jpg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,direccion.medica@oftalmomedic.pe,-77.0358271,-12.07635615,https://oftalmomedic.pe/
00011401,CALLE CALLE MANUEL RAYGADA Nº 170 (ANEXO EN CALLE LAUREANO MARTINEZ Nº 140) - URB EL CAMPILLO DISTRITO SAN MIGUEL PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CLINICA SAN JUDAS TADEO,"""http://maps.google.es/?q=-12.080003%20-77.080145,INSASU20221104162209.jpg,""",HOSPITALES O CLINICAS DE ATENCION GENERAL,SANJUDAS@CLINICASANJUDASTADEO.COM.PE,-77.080145,-12.080003,HTTP://WWW.CLINICASANJUDASTADEO.COM.PE
00011950,AVENIDA AV. DEFENSORES DEL MORRO N°1201 DISTRITO CHORRILLOS PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CLINICA CHORRILLOS,"""http://maps.google.es/?q=-12.1745298%20-77.0186404,INSASU20240125103511.jpeg,INSASU20240611104353.jpeg,INSASU20240125103523.jpeg,""",HOSPITALES O CLINICAS DE ATENCION GENERAL,admclinicachorrillos@gmail.com,-77.0186404,-12.1745298,https://www.facebook.com/clinicachorrillos
00015684,AVENIDA AVENIDA IGNACIO MERINO 1884 AVENIDA IGNACIO MERINO 1884 LINCE LIMA LIMA,PRIVADO,CLINICA GONZALEZ S.A.,"""http://maps.google.es/?q=-12.08318206%20-77.03271098,INSASU20171124121329.JPG,INSASU20171124121356.JPG,INSASU20171124121343.JPG,""",HOSPITALES O CLINICAS DE ATENCION GENERAL,SGERENCIA@CLINICAGONZALEZ.COM,-77.03271098,-12.08318206,http://www.clinicagonzalez.com/
00017173,AVENIDA AV FRANCISCO MARIATEGUI 1418 URB FUNDO OYAGUE DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CLINICA PORVENIR,"""http://maps.google.es/?q=-12.077661%20-77.0530119,INSASU20220607101714.jpeg,INSASU20220607101724.jpeg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,CONTACTO@CLINICAPORVENIR.NET,-77.0530119,-12.077661,http://www.clinicaporvenir.net/
00023022,AVENIDA DEL EJERCITO NUMERO 1020 URBANIZACION SALAVERRY DISTRITO MAGDALENA DEL MAR PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CLINICA MARBELLA,"""http://maps.google.es/?q=-12.10073084%20-77.06196255,INSASU20230905094520.jpg,INSASU20250219153313.jpg,INSASU20250219153308.jpg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,administracion@clinicamarbella.com,-77.06196255,-12.10073084,https://www.clinicamarbella.com/
00023175,AVENIDA DE LAS ARTES SUR NUMERO 168 PISO 168 DEPARTAMENTO 168 INTERIOR 168 MANZANA N LOTE 09 URBANIZACION SAN BORJA SUR DISTRITO SAN BORJA PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CLINICA OFTALMOLOGICA CAUTI BOZA OFTALMOLOGOS,"""http://maps.google.es/?q=-12.0959203%20-77.0058766,INSASU20220511212036.jpeg,INSASU20220511212043.jpeg,INSASU20220511212049.jpeg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,armandocauti@hotmail.com,-77.0058766,-12.0959203,
00025598,JIRÓN GARCILAZO DE LA VEGA Y PASAJE MARIANO MELGAR 191 Y 164 G 2 Y 1C LA PASCANA COMAS LIMA LIMA,PRIVADO,CLINICA MATER PURISSIMA,"""http://maps.google.es/?q=-11.9351978%20-77.0470382,INSASU20230816121333.jpeg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,MATERPURISSIMA@HOTMAIL.COM,-77.0470382,-11.9351978,
00025749,JIRÓN Flora Tristán NÚMERO 206 DISTRITO MAGDALENA DEL MAR PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,MEDAVAN,"""http://maps.google.es/?q=-12.0904353%20-77.069999,INSASU20180620214627.jpg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,info@medavan.com.pe,-77.069999,-12.0904353,http://WWW.MEDAVAN.COM.PE
00027478,"AVENIDA SAN JUAN 871, Mz-H2 Lte-5 DISTRITO SAN JUAN DE MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA",PRIVADO,CLINICA BUENAVENTURA,"""http://maps.google.es/?q=-12.1587718%20-76.9734474,INSASU20211207175904.jpg,INSASU20211207175907.jpg,INSASU20211207175910.jpg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,INFORMES@CLINICABUENAVENTURA.COM,-76.9734474,-12.1587718,
00027565,AVENIDA Guillermo de la Fuente NÚMERO 515 PISO 3 URBANIZACIÓN Santa Luzmila I Etapa DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,Hospital I Marino Molina Scippa - EsSalud,"""http://maps.google.es/?q=-11.943567%20-77.057848,INSASU20231123165727.JPG,INSASU20231123165742.JPG,INSASU20231123165749.JPG,""",HOSPITALES O CLINICAS DE ATENCION GENERAL,nicomedes.perez@essalud.gob.pe,-77.057848,-11.943567,http://www.essalud.gob.pe
00031123,OTROS CARRETERA CENTRAL KM 16.5 B 1 LOS PORTALES DE HUAYCAN KM 16.5 CARRETERA CENTRAL ATE LIMA LIMA,PRIVADO,MEDICENTRO SAN MARCOS,"""http://maps.google.es/?q=-12.0147737%20-76.8850433,INSASU20211207132656.jpeg,INSASU20211207132702.jpeg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,medicentrosanmarcos@hotmail.com,-76.8850433,-12.0147737,
00035151,AVENIDA CESAR CANEVARO NUMERO 481 PISO 1 DISTRITO SAN JUAN DE MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,HOSPITAL DE ESPECIALIDADES QUIRÚRGICAS DE SAN JUAN DE MIRAFLORES,"""http://maps.google.es/?q=-12.1636311%20-76.9692559,INSASU20240712152903.jpeg,INSASU20240712152910.jpeg,INSASU20240712153045.jpeg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,consultamesadepartes@essalud.gob.pe,-76.9692559,-12.1636311,https://www.gob.pe/essalud
00036519,AVENIDA ABEL BERGASSE DU PETIT THOUARS NUMERO 2426 PISO 1 DISTRITO LINCE PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,LIMA QLINIC,"""""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,regenerisperu@gmail.com,,,https://www.regeneris.pe
00036819,JIRÓN LIBERTAD NUMERO 1106 DISTRITO MAGDALENA DEL MAR PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CIRE INTERVENCIONISTAS,"""http://maps.google.es/?q=-12.08870046%20-77.0681305,INSASU20240829233119.jpeg,INSASU20240829233125.jpeg,INSASU20240829233130.jpeg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,TPINEDA@CIRE.PE,-77.0681305,-12.08870046,HTTP://WWW.CIRE.PE
00005644,PASAJE PASAJE SAN GERMAN Nº 270 URB. VILLACAMPA – RIMAC PASAJE SAN GERMAN Nº 270 URB. VILLACAMPA – RIMAC RIMAC LIMA LIMA,PUBLICO,CENTRO MATERNO INFANTIL RÍMAC,"""http://maps.google.es/?q=-12.0343399%20-77.0336606,INSASU20171227085835.jpg,""",CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,centromaternorimac@hotmail.com,-77.0336606,-12.0343399,http://www.dirislimanorte.gob.pe
00005742,AVENIDA AV  DIEZ CANSECO Nº 3613 - URB CONDEVILLA AV  DIEZ CANSECO Nº 3613 - URB CONDEVILLA SAN MARTIN DE PORRES LIMA LIMA,PUBLICO,MEXICO,"""http://maps.google.es/?q=-11.9814397%20-77.0969718,INSASU20231002110507.jpeg,INSASU20231002110513.jpeg,INSASU20231002110533.jpeg,""",CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,cs.mexico@dirislimanorte.gob.pe,-77.0969718,-11.9814397,HTTP://WWW.DIRISLIMANORTE.GOB.PE
00005850,JIRÓN LA FLORIDA NUMERO 144 MANZANA B LOTE 10 DISTRITO MATUCANA PROVINCIA HUAROCHIRI DEPARTAMENTO LIMA,PUBLICO,HOSPITAL SAN JUAN DE MATUCANA,"""""",HOSPITALES O CLINICAS DE ATENCION GENERAL,REDHUAROCHIRI@YAHOO.ES,,,
00005946,AVENIDA AV. CÉSAR VALLEJO 1390 - EL AGUSTINO DISTRITO EL AGUSTINO PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,HOSPITAL NACIONAL HIPOLITO UNANUE,"""http://maps.google.es/?q=-12.03996905%20-76.99258174,INSASU20220810145243.JPG,INSASU20220810145316.jpg,INSASU20220810145332.JPG,""",HOSPITALES O CLINICAS DE ATENCION GENERAL,DIRECCIONGENERAL@HNHU.GOB.PE,-76.99258174,-12.03996905,HTTP://WWW.HNHU.GOB.PE
00005947,JIRÓN JR. AREQUIPA 214-218 JR. AREQUIPA 214-218 LURIGANCHO LIMA LIMA,PUBLICO,HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO,"""http://maps.google.es/?q=-11.93419549%20-76.69349468,INSASU20170829153750.jpg,INSASU20170829153820.JPG,INSASU20170829153820.JPG,""",HOSPITALES O CLINICAS DE ATENCION GENERAL,DIRECCIONEJECUTIVA@HOSPITALCHOSICA.GOB.PE,-76.69349468,-11.93419549,HTTP://WWW.HOSPITALCHOSICA.GOB.PE
00005948,CARRETERA CARRETERA CENTRAL KM 3.5 SANTA ANITA DISTRITO SANTA ANITA PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,HOSPITAL HERMILIO VALDIZAN,"""http://maps.google.es/?q=-12.0468271%20-76.9454975,INSASU20231003111113.jpeg,INSASU20231003111118.jpeg,INSASU20231003111123.jpeg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,VALDIZAN@HHV.GOB.PE,-76.9454975,-12.0468271,HTTP://WWW.HHV.GOB.PE
00005950,AVENIDA AV. ALAMEDA GRAU Nº 103 DISTRITO RICARDO PALMA PROVINCIA HUAROCHIRI DEPARTAMENTO LIMA,PUBLICO,RICARDO PALMA,"""http://maps.google.es/?q=-11.923455%20-76.66398,Fotografia_5950_15735291_1460737131698.png,Fotografia_5950_15735291_1460737178337.png,Fotografia_5950_15735291_1460737248244.png,""",CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,ricardopalma.c.s@gmail.com,-76.66398,-11.923455,HTTP://WWW.RSH.GOB.PE
00006072,AVENIDA AV. SANTA ROSA S/N S/N AV. SANTA ROSA S/N MALA CAÑETE LIMA,PUBLICO,MALA,"""http://maps.google.es/?q=-12.66358708%20-76.63119615,Fotografia_6072_32541300_1461191463097.png,Fotografia_6072_32541300_1461191502789.png,Fotografia_6072_32541300_1461191526056.png,""",CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,CENTROSALUDMALA@HOTMAIL.COM,-76.63119615,-12.66358708,HTTP://WWW.DRSCHILCAMALA.GOB.PE
00006133,"AVENIDA AV. MARIANO PASTOR  SEVILLA S/N ,SECTOR 6,GRUPO 6 NUMERO S/N DISTRITO VILLA EL SALVADOR PROVINCIA LIMA DEPARTAMENTO LIMA",PUBLICO,CENTRO MATERNO INFANTIL JUAN PABLO II,"""http://maps.google.es/?q=-12.2191614%20-76.9452898,INSASU20231108104224.jpeg,INSASU20231107081752.jpg,INSASU20231107081754.jpg,""",CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,cmijuanpabloii.ves@gmail.com,-76.9452898,-12.2191614,
00006178,JIRÓN JR. NARCISO DE LA COLINA 840 JR. NARCISO DE LA COLINA 840 SURQUILLO LIMA LIMA,PUBLICO,CENTRO DE SALUD MATERNO INFANTIL SURQUILLO,"""http://maps.google.es/?q=-12.1182384%20-77.022067,INSASU20231220153016.jpg,INSASU20231220153019.jpg,INSASU20231220153021.jpg,""",CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,CSSURQUILLO@DIRISLIMACENTRO.GOB.PE,-77.022067,-12.1182384,HTTP://WWW.DIRISLIMACENTRO.GOB.PE
